plu_classification_id,grounded_statement_id,notice_id,opportunity_title,source_file,plu_id,context_family,context_type,canonical_object,downstream_route,matched_pattern,confidence,classification_status,source_statement,created_at
PLUC-000062,GSTMT-000106,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-META-002,Metadata and Structure,Exhibit,Exhibit,Document Structure Intelligence,exhibit,0.86,classified,B.EXHIBIT C.CATEGORY 0002 B TDP TM ______ OTHER______ D.SYSTEM/ITEM E.CONTRACT/PR NO.,2026-06-24 22:37:18
PLUC-000063,GSTMT-000107,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,certification,0.86,classified,SUBTITLE CERTIFICATION OF QUALITY A001 CERTIFICATE OF COMPLIANCE COMPLIANCE 4.,2026-06-24 22:37:18
PLUC-000064,GSTMT-000108,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,2 CODE 245 7.DD 250 REQ 9.DIST 10.FREQUENCY 12.DATE OF 1st 14.DISTRIBUTION STATEMENT SUBMISSION a.ADDRESSEE b.COPIES REQUIRED DD One Time With Material DRAFT FINAL A 8.,2026-06-24 22:37:18
PLUC-000065,GSTMT-000112,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,certification,0.86,classified,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6.,2026-06-24 22:37:18
PLUC-000066,GSTMT-000113,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-SUP-003,Supplier Qualification,Certification,Certification,Supplier Capability Intelligence,certification,0.86,classified,SUBTITLE CHEMICAL & MECHANICAL CERTIFICATION A002 CERTIFICATION DATA / REPORT 4.AUTHORITY 5.CONTRACT REFERENCE 6.,2026-06-24 22:37:18
PLUC-000067,GSTMT-000114,b9d0ecdbad264ff4a301649e05fdf09f,Socket Head Cap Screws,b9d0ecdbad264ff4a301649e05fdf09f_5.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,3 CODE 245 7.DD 250 REQ 9.DIST 10.FREQUENCY 12.DATE OF 1st 14.DISTRIBUTION STATEMENT SUBMISSION a.ADDRESSEE b.COPIES REQUIRED One Time DD With Material DRAFT FINAL A 8.APP.,2026-06-24 22:37:18
PLUC-000068,GSTMT-000116,71ca1faee86e4a5e9cbbaf154af5bd47,7195--Solar Shades - B3 PACT,71ca1faee86e4a5e9cbbaf154af5bd47_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,ADMINISTERED BY CODE 36C246 See Delivery Schedule Department of Veterans Affairs Network Contracting Office 6 100 Emancipation Dr.,2026-06-24 22:37:18
PLUC-000069,GSTMT-000120,6934753cfbdf45f1b93928b67e93355a,Non-Research Long-Term Care facility needed for the enrichment and socialization of Non-Human Primate colony,6934753cfbdf45f1b93928b67e93355a_1.bin,PLU-EVAL-001,Evaluation,Evaluation Framework,Evaluation Framework,Evaluation Intelligence,most advantageous to the government,0.86,classified,"The Government will award a firm-fixed-price contract resulting from this combined synopsis/solicitation to the responsible offeror whose offer, conforming to the synopsis/solicitation, will be most advantageous to the Government (as determined by the solicitation evaluation criteria).",2026-06-24 22:37:18
PLUC-000070,GSTMT-000123,5f4071db397f4714a047d288a033de87,6515--Dental Panoramic Machine,5f4071db397f4714a047d288a033de87_1.bin,PLU-PROP-003,Proposal,Submission Instruction,Submission Instruction,Proposal Intelligence,shall submit,0.86,classified,"If the contractor can provide the above-mentioned product, the contractor SHALL submit product information for evaluation.",2026-06-24 22:37:18
PLUC-000071,GSTMT-000124,5f4071db397f4714a047d288a033de87,6515--Dental Panoramic Machine,5f4071db397f4714a047d288a033de87_1.bin,PLU-SUP-007,Supplier Qualification,Authorized Distributor,Authorized Distributor,Eligibility Intelligence,authorized distributor,0.86,classified,"If the contractor can provide the above items, the contractor SHALL provide a letter from the manufacturer stating they are an authorized distributor/licenser of their products.",2026-06-24 22:37:18
PLUC-000072,GSTMT-000125,5f4071db397f4714a047d288a033de87,6515--Dental Panoramic Machine,5f4071db397f4714a047d288a033de87_1.bin,PLU-SUP-007,Supplier Qualification,Authorized Distributor,Authorized Distributor,Eligibility Intelligence,authorized distributor,0.86,classified,Failure to submit an authorized distributor letter shall result in the product(s) potentially offered to be considered “grey market”.,2026-06-24 22:37:18
PLUC-000073,GSTMT-000126,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,National Cemetery Administration (NCA) Black Hills National Cemetery (BHNC) STATEMENT OF NEED Requirement of Aggregate Materials GENERAL INFORMATION Title of Project:,2026-06-24 22:37:18
PLUC-000074,GSTMT-000127,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,Aggregate Materials Requirement Black Hills National Cemetery has a requirement for the following materials:,2026-06-24 22:37:18
PLUC-000075,GSTMT-000128,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,The vendor shall provide material only when requested by the cemetery Contracting Officer Representative (COR).,2026-06-24 22:37:18
PLUC-000076,GSTMT-000129,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,The transportation/delivery of material to the cemetery will be provided by the vendor and offloaded in a designated location provided by the COR at the time of delivery.,2026-06-24 22:37:18
PLUC-000077,GSTMT-000132,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_1.bin,PLU-TECH-004,Technical,Product Requirement,Product Requirement,Product Intelligence,materials?,0.86,classified,The Vendor shall provide the following material upon request by the COR:,2026-06-24 22:37:18
PLUC-000078,GSTMT-000135,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,PLU-SUP-002,Supplier Qualification,Corporate Experience,Corporate Experience,Supplier Capability Intelligence,comparable in size,0.86,classified,"Contractor must identify previous federal, state, local government and or private contracts completed that are comparable in size, complexity and scope to the contract being evaluated.",2026-06-24 22:37:18
PLUC-000079,GSTMT-000137,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,List any National Cemetery Administration (NCA) contracts currently working or previously worked first followed by Non-NCA contracts.,2026-06-24 22:37:18
PLUC-000080,GSTMT-000138,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,"Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, location & relevancy of work Address, Telephone Number & Email of the Contact Person and Position",2026-06-24 22:37:18
PLUC-000081,GSTMT-000139,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_4.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,"Past Performance Questionnaire Contract Number Contractor ( Name Address, Zip Code) Telephone Number Email Address Type of Contract Contract Dollar Value Date of Award (if not completed provide status) Type/Extent of Subcontracting Percentage of Work completed by the Contractor Description of Supply/Services provided, location & relevancy of work Address, Telephone Number & Email of the Contact Person and Position",2026-06-24 22:37:18
PLUC-000082,GSTMT-000144,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,PLU-ADM-006,Delivery and Administration,Contract Administration,Contract Administration,Contract Administration,contracting officer,0.86,classified,"Additionally, should any activity result in the exposure and/or damage to any remains, container for remains (e.g., casket or urn), or outer burial container, the contractor must contact the COR, Director/Assistant Director, or Contracting Officer (CO) for guidance.",2026-06-24 22:37:18
PLUC-000083,GSTMT-000145,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_5.bin,PLU-ADM-006,Delivery and Administration,Contract Administration,Contract Administration,Contract Administration,\bcor\b,0.86,classified,"Any doubts as to proper procedures shall be brought to the attention of the COR, Director/Assistant Director, or",2026-06-24 22:37:18
PLUC-000084,GSTMT-000146,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,"Department of Veterans Affairs National Cemetery Administration, Contract Services 18434 Joplin Road Triangle, VA 22172 Place of Performance:",2026-06-24 22:37:18
PLUC-000085,GSTMT-000147,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,PLU-META-001,Metadata and Structure,Attachment,Attachment,Document Structure Intelligence,attachment,0.86,classified,"Black Hills National Cemetery 20901 Pleasant Valley Dr, Sturgis, SD 57785 Attachments:",2026-06-24 22:37:18
PLUC-000086,GSTMT-000148,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000087,GSTMT-000149,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000088,GSTMT-000150,441459c8d2a34c49a903966dc6678ca5,Consolidated Synopsis Aggregate Materials Black Hills National Cemetery,441459c8d2a34c49a903966dc6678ca5_6.bin,PLU-EVAL-003,Evaluation,Evaluation Factor,Evaluation Factor,Evaluation Intelligence,past performance,0.86,classified,"A - Statement of work B - Cemetery Operational Standards C – Dignity Clause D- Past Performance Questionnaire E- Pricing Schedule (Excel) This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in Subpart 12.6, as supplemented with additional information included in this notice.",2026-06-24 22:37:18
PLUC-000089,GSTMT-000154,3b8ae850899e4ab298f3c2bff29ef889,Notice of Intent to Sole Source- Investigative Services  Houston Police Deparment,3b8ae850899e4ab298f3c2bff29ef889_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,Notice of Intent #FDA-SS-26-06202026 The Food and Drug Administration intends to make sole source awards to the following:,2026-06-24 22:37:18
PLUC-000090,GSTMT-000159,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,Food and Drug Administration REQUIRING OFFICES:,2026-06-24 22:37:18
PLUC-000091,GSTMT-000160,3986c6c299c04c119ed7d79cb2b5cef5,Request for Information: FDA IT Infrastructure Services,3986c6c299c04c119ed7d79cb2b5cef5_1.bin,PLU-COMP-001,Legal and Compliance,FAR Clause,FAR Clause,Compliance Intelligence,\bfar\b,0.86,classified,"Food and Drug Administration (FDA) is issuing this Request for Information (RFI) as a means of conducting market research, pursuant to FAR Part 10 Market Research.",2026-06-24 22:37:18
PLUC-000092,GSTMT-000164,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,PLU-COM-001,Commercial,Pricing Structure,Pricing Structure,Pricing Intelligence,price schedule,0.86,classified,36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,2026-06-24 22:37:18
PLUC-000093,GSTMT-000165,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_1.bin,PLU-COM-001,Commercial,Pricing Structure,Pricing Structure,Pricing Intelligence,price schedule,0.86,classified,36C78626B0017 Section B SECTION B - SUPPLIES OR SERVICES AND PRICE/COSTS B.1 PRICE SCHEDULE ITEM INFORMATION ITEM DESCRIPTION OF NUMBER SUPPLIES/SERVICES QUANTITY UNIT UNIT PRICE AMOUNT 0001 1 JB __________________ __________________ Remove/Renovate/Replace Ornamental Grass and Irrigation in accordance with the attached Statement of Work Contract Period:,2026-06-24 22:37:18
PLUC-000094,GSTMT-000166,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,PLU-META-003,Metadata and Structure,Section,Section,Document Structure Intelligence,section [a-z0-9],0.86,classified,"DATE ISSUED PAGE OF PAGES SOLICITATION, OFFER, AND AWARD X SEALED BID (IFB) 1 73 05/01/2026 (Construction, Alteration, or Repair) 36C78626B0017 NEGOTIATED (RFP) IMPORTANT - The ""offer"" section on the reverse must be fully completed by offeror.",2026-06-24 22:37:18
PLUC-000095,GSTMT-000167,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_2.bin,PLU-COMP-008,Legal and Compliance,Cybersecurity,Cybersecurity,Risk Intelligence,nist,0.86,classified,ADDRESS OFFER TO Department of Veterans Affairs Daniel.kinney@va.gov National Cemetery Administration Contracting Services 18434 Joplin Road Triangle VA 22172 9.,2026-06-24 22:37:18
PLUC-000096,GSTMT-000170,38811fa6a48a41e0979b84f46b44b030,Cape Canaveral National Cemetery Ornamental Grass Renovation and Irrigation National Shrine Project,38811fa6a48a41e0979b84f46b44b030_4.bin,PLU-COMP-005,Legal and Compliance,Subcontracting Requirement,Subcontracting Requirement,Subcontracting Intelligence,subcontractor,0.86,classified,The subcontractor acknowledges that the following clauses of the contract shown in Item 1 are included in this subcontract:,2026-06-24 22:37:18
