structured_requirement_id,grounded_statement_id,notice_id,opportunity_title,source_file,source_object_type,actor,action,artifact_type,artifact,quantity,condition,mandatory_flag,requirement_statement,structure_confidence
SREQ-000282,GSTMT-000464,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,general_requirement_statement,,include,process_artifact,solicitation,,,unknown,(Include area code) (NO COLLECT CALLS) INFORMATION CALL Samuel McKenzie 0000000000 SOLICITATION NOTE:,0.75
SREQ-000283,GSTMT-000466,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_6.bin,general_requirement_statement,,,process_artifact,solicitation,,,unknown,Detailed Specifications and Drawings and are provided with final solicitation documents.,0.55
SREQ-000284,GSTMT-000469,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_8.bin,deliverable_requirement,,provide,deliverable_or_plan,report,,,unknown,"Please provide any available testing data, commissioning reports, or historical maintenance records for the existing geothermal well field.",0.75
SREQ-000285,GSTMT-000470,c502adb5aeb8463f88d90c9be98eed6e,N--George Washington Birthplace National Monument- RE,c502adb5aeb8463f88d90c9be98eed6e_9.bin,clearance_requirement,,,security_or_clearance,cui,,,unknown,MBH THOUSAND BRITISH THERMAL ROUND RETURN OR AAV AUTOMATIC AIR VENT UNITS PER HOUR ROUND SUPPLY EXHAUST BALL VALVE AC AIR CONDITIONING MCA MINIMUM CIRCUIT AMPS 2.,0.55
SREQ-000286,GSTMT-000471,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_instruction,offeror,submit,proposal_volume,price proposal,,,unknown,"PR481393 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.9
SREQ-000287,GSTMT-000474,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_instruction,,award,,,,,unknown,"An award will be made based on the lowest priced, technically acceptable proposal.",0.6
SREQ-000288,GSTMT-000476,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,evaluation_factor,,,pricing,firm fixed price,,,unknown,Firm Fixed Price Small Business Set-Aside:,0.5
SREQ-000289,GSTMT-000478,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Advanced (EnerlinX Series).,0.55
SREQ-000290,GSTMT-000479,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_instruction,,provide,,,,,unknown,Please provide the following documents in response to this proposal:,0.6
SREQ-000291,GSTMT-000480,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,A firm fixed price quote with your proposed delivery schedule.,0.55
SREQ-000292,GSTMT-000483,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_1.bin,general_requirement_statement,,provide,,,,,unknown,Provide a completed and signed copy of the following aNached documents:,0.6
SREQ-000293,GSTMT-000484,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_2.bin,proposal_instruction,vendor,,proposal_volume,quote,,,unknown,Attachment C- RFP481393 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Advanced (EnerlinX Series) or domestic equivalent PAS800L-ESX Schneider Electric 41 Total,0.7
SREQ-000294,GSTMT-000488,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,certification_requirement,offeror,,proposal_volume,offer,,,unknown,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,0.7
SREQ-000295,GSTMT-000489,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,general_requirement_statement,,maintain,,,,,yes,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,0.7
SREQ-000296,GSTMT-000490,b80dc335dcbb4f6abbff52eb54415e9a,EcoStruxure Panel Server Advanced (EnerlinX Series),b80dc335dcbb4f6abbff52eb54415e9a_3.bin,general_requirement_statement,,provide,,,,"If the items are Trigger List items, provide the following information",unknown,"If the items are Trigger List items, provide the following information:",0.6
SREQ-000297,GSTMT-000503,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,proposal_instruction,contractor,submit,,,,,optional_or_conditional,Tony Benson tony.d.benson.civ@us.navy.mil ONLY THE FOLLOWING LIST OF CONTRACTORS MAY SUBMIT A PROPOSAL FOR THIS PROJECT:,0.85
SREQ-000298,GSTMT-000504,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_1.bin,general_requirement_statement,,,process_artifact,solicitation,,,unknown,25-0011 GENERAL REQUIREMENTS NAVFAC Solicitation No.:,0.5
SREQ-000299,GSTMT-000506,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,deliverable_requirement,,,deliverable_or_plan,report,,,unknown,"Report Cover Page AE Design Repair G702 and HP135 Geotechnical Engineering Report MCAS New River & MCB Camp Lejeune, North Carolina November 25, 2025",0.55
SREQ-000300,GSTMT-000507,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_2.bin,deliverable_requirement,,,deliverable_or_plan,report,,,unknown,"317-C Pollock Street New Bern, North Carolina 25860 Geotechnical Engineering Report AE Design Repair G702 and HP135",0.55
SREQ-000301,GSTMT-000513,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_4.bin,staffing_requirement,program manager,,staffing_or_personnel,program manager,,,unknown,Refer to survey findings for additional information or contact the Asbestos Program Manager.,0.7
SREQ-000302,GSTMT-000515,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_5.bin,certification_requirement,,comply,,,,"within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of",unknown,"Finish Boards within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design Point of Contact List A&E Architect Base Architectural Supervisor John Schmied, AIA, LEED AP BD+C Cathy Martin MBF Architects Architectural Design Branch/Public 317-C Pollock Street Works Division New Bern, NC 28560 1005 Michael Road (252) 637-6373 Camp Lejeune, North Carolina schmied@mbfarchitects.com 28547 (910) 451-0394 catherine.martin@usmc.mil A&E Interior Designer Jamie Kissel, NCIDQ, CID Within Interior Design 1008 Granby Street Norfolk, VA 23510 (757) 224-0489 jkissel@withindesigns.com within HP135 BEQ Renovation CL Marine Corps Base, Camp Lejeune, NC Structural Interior Design Package interior design SID Narrative INTERIOR DESIGN CRITERIA Interior Design work will comply with the latest edition of the following codes and standards:",0.6
SREQ-000303,GSTMT-000519,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_7.bin,general_requirement_statement,,provide,,,,,unknown,Provide this information for each Real Property Facility listed on the DD Form 1354 in a format that allows easy data entry into the real property system.,0.6
SREQ-000304,GSTMT-000522,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,"02/23 PRICE AND PAYMENT PROCEDURES 01 30 00 08/25 ADMINISTRATIVE REQUIREMENTS 01 31 23.13 20 05/17, CHG 7:",0.55
SREQ-000305,GSTMT-000524,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_8.bin,deliverable_requirement,,register,deliverable_or_plan,report,,,unknown,"08/20 SMALL PROJECT CONSTRUCTION PROGRESS SCHEDULES 01 33 00 04/22 SUBMITTAL PROCEDURES SUBMITTAL REGISTER 01 33 29 02/21 SUSTAINABILITY REQUIREMENTS AND REPORTING 01 35 26 11/20, CHG 3:",0.75
SREQ-000306,GSTMT-000526,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,general_requirement_statement,,provide,,,,,unknown,"ECS Southeast, LLC (ECS) is pleased to provide MBF Architects PA with the results of the above referenced Asbestos and Lead-Paint Survey performed for the Repair BEQ HP135 project located at Marine Corps Base Camp Lejeune in Jacksonville, North Carolina.",0.6
SREQ-000307,GSTMT-000527,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,deliverable_requirement,,,deliverable_or_plan,report,,,unknown,"This report summarizes our observations, analytical results, findings, and recommendations related to the work performed.",0.55
SREQ-000308,GSTMT-000528,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,proposal_instruction,,,deliverable_or_plan,report,,,unknown,The workdescribedinthisreportwasperformedbyECSingeneralaccordancewiththeScopeofServices described in ECS Proposal Number 49:50782P and the terms and conditions of the agreement authorizing those services.,0.55
SREQ-000309,GSTMT-000530,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,general_requirement_statement,,provide,,,,,unknown,ECS appreciates this opportunity to provide MBF Architects PA with our services.,0.6
SREQ-000310,GSTMT-000531,b1c5dab7c7e14227b62fa4e78e478d2a,Repair BEQ HP135,b1c5dab7c7e14227b62fa4e78e478d2a_9.bin,staffing_requirement,project manager,,staffing_or_personnel,project manager,,,unknown,"Dawson Jenny Clark, REM Environmental Project Manager Associate Environmental Principal bdawson@ecslimited.com jclark@ecslimited.com 910-686-9114 404-640-9257 6714 Netherlands Drive, Wilmington, North Carolina 28405 • T:910-686-9114",0.7
SREQ-000311,GSTMT-000532,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,general_requirement_statement,,,process_artifact,solicitation,,in accordance with the format in FAR Subpart 12,unknown,"This is a combined synopsis/solicitation for commercial services prepared in accordance with the format in FAR Subpart 12.6, Streamlined Procedures for Evaluation and Solicitation for Commercial Products and Commercial Services as supplemented with additional information included in this notice.",0.55
SREQ-000312,GSTMT-000534,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,evaluation_factor,,,process_artifact,attachment,,,unknown,"See Attachment 1, Schedule of Prices.",0.5
SREQ-000313,GSTMT-000536,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_1.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,0.55
SREQ-000314,GSTMT-000539,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000315,GSTMT-000541,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_3.bin,certification_requirement,,support,certification_or_standard,nist,,,yes,"Washington Counties of King and Snohomish ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",0.85
SREQ-000316,GSTMT-000543,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000317,GSTMT-000545,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_4.bin,certification_requirement,,support,certification_or_standard,nist,,,yes,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",0.85
SREQ-000318,GSTMT-000547,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000319,GSTMT-000549,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_5.bin,certification_requirement,,support,certification_or_standard,nist,,,yes,"Illinois Counties of Cook, Du Page and McHenry ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",0.85
SREQ-000320,GSTMT-000551,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000321,GSTMT-000553,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_6.bin,certification_requirement,,support,certification_or_standard,nist,,,yes,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",0.85
SREQ-000322,GSTMT-000555,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000323,GSTMT-000557,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_7.bin,certification_requirement,,support,certification_or_standard,nist,,,yes,"California Counties of Riverside and San Bernardino ____________________________________________________________________________________ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",0.85
SREQ-000324,GSTMT-000559,a466be2cf94e451f8b4b88177dd2f9dc,Secure Document Destruction - No Cost,a466be2cf94e451f8b4b88177dd2f9dc_8.bin,certification_requirement,,,certification_or_standard,nist,,,unknown,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,0.55
SREQ-000325,GSTMT-000562,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_1.bin,proposal_instruction,vendor,,proposal_volume,quote,,,unknown,Attachment C- RFP480603 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway) or domestic equivalent PAS600LWD-ESX Schneider Electric 37 Total,0.7
SREQ-000326,GSTMT-000573,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_instruction,offeror,submit,proposal_volume,price proposal,,,unknown,"PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",0.9
SREQ-000327,GSTMT-000576,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_instruction,,award,,,,,unknown,"An award will be made based on the lowest priced, technically acceptable proposal.",0.6
SREQ-000328,GSTMT-000578,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,evaluation_factor,,,pricing,firm fixed price,,,unknown,Firm Fixed Price Small Business Set-Aside:,0.5
SREQ-000329,GSTMT-000580,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway).,0.55
SREQ-000330,GSTMT-000581,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_instruction,,provide,,,,,unknown,Please provide the following documents in response to this proposal:,0.6
SREQ-000331,GSTMT-000582,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,proposal_instruction,,,proposal_volume,quote,,,unknown,A firm fixed price quote with your proposed delivery schedule.,0.55
SREQ-000332,GSTMT-000585,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_3.bin,general_requirement_statement,,provide,,,,,unknown,Provide a completed and signed copy of the following aPached documents:,0.6
SREQ-000333,GSTMT-000586,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,certification_requirement,offeror,,proposal_volume,offer,,,unknown,REPRESENTATIONS AND CERTIFICATIONS - ABBREVIATED Offeror (legal business name):,0.7
SREQ-000334,GSTMT-000587,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,general_requirement_statement,,maintain,,,,,yes,You are required to register in SAM (System for Award Management) and to maintain your registration annually.,0.7
SREQ-000335,GSTMT-000588,a3e0948c660849a5815153897d456f7d,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),a3e0948c660849a5815153897d456f7d_4.bin,general_requirement_statement,,provide,,,,"If the items are Trigger List items, provide the following information",unknown,"If the items are Trigger List items, provide the following information:",0.6
SREQ-000336,GSTMT-000594,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 2 2.,0.55
SREQ-000337,GSTMT-000595,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,certification_requirement,,,certification_or_standard,nist,,"If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington",unknown,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8.",0.55
SREQ-000338,GSTMT-000596,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,AMENDMENT OF SOLICITATION NUMBER (X) 1605AE-26-Q-00005 9B.,0.5
SREQ-000339,GSTMT-000597,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,proposal_volume,offer,,,unknown,THIS ITEM ONLY APPLIES TO AMENDMENTS OF SOLICITATIONS The above numbered solicitation is amended as set forth in Item 14.The hour and date specified for receipt of Offers is extended.,0.55
SREQ-000340,GSTMT-000598,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,acknowledge,proposal_volume,offer,,"prior to the hour and date specified in the solicitation or as amended, by one of the following methods",yes,"Offers must acknowledge receipt of this amendment prior to the hour and date specified in the solicitation or as amended, by one of the following methods:",0.85
SREQ-000341,GSTMT-000599,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,"(a) By completing items 8 and 15, and returning copies of the amendment;",0.55
SREQ-000342,GSTMT-000600,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,proposal_volume,offer,,,unknown,(b) By acknowledging receipt of this amendment on each copy of the offer submitted;,0.55
SREQ-000343,GSTMT-000601,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_1.bin,procurement_artifact,,,process_artifact,amendment,,,unknown,or (c) By separate letter or electronic communication which includes a reference to the solicitation and amendment numbers.,0.55
SREQ-000344,GSTMT-000602,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,general_requirement_statement,,provide,,,,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Res",unknown,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Response:",0.6
SREQ-000345,GSTMT-000603,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,proposal_instruction,,award,,,,,unknown,Is a site visit mandatory or a requirement for proposal submission or award consideration.,0.6
SREQ-000346,GSTMT-000604,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,proposal_instruction,,award,,,,,optional_or_conditional,"No, attendance at the site visit is optional and is not a requirement for proposal submission or award consideration.",0.7
SREQ-000347,GSTMT-000605,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,general_requirement_statement,offeror,submit,proposal_volume,offer,,in accordance with the terms and conditions of the solicitation,optional_or_conditional,Offerors who did not attend the site visit may still submit a quotation and will be considered for award in accordance with the terms and conditions of the solicitation.,0.95
SREQ-000348,GSTMT-000608,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,general_requirement_statement,government,provide,,,,,yes,Can the government provide a detailed breakdown of the $500.00 per month listed as payment for all required utilities.,0.85
SREQ-000349,GSTMT-000609,9bca2be24fb64fbe833ab48ae2b41b2a,Atlanta Job Corps Center Caretaker and Security Services,9bca2be24fb64fbe833ab48ae2b41b2a_2.bin,general_requirement_statement,,include,,,,,unknown,J of the Performance Work Statement for the temporary utility services at the site and the requirement to include internet service and payment of bill.,0.6
