expression_id,canonical_statement_id,expression_family,expression_type,expression_intent,matched_pattern,expression_confidence,is_recurring_expression,is_boilerplate_candidate,source_count,duplicate_count,cluster_size,opportunity_title_sample,expression_text,created_at
PEL-000374,CGS-000374,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Secure Document Destruction - No Cost,"This is an unrestricted requirement under NAICS Code 423930, Recyclable Materials Services.",2026-06-26 09:36:38
PEL-000375,CGS-000375,Administrative,Short Administrative Expression,Review,,0.45,yes,no,2,1,2,Secure Document Destruction - No Cost,"See Attachment 1, Schedule of Prices.",2026-06-26 09:36:38
PEL-000376,CGS-000376,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Secure Document Destruction - No Cost,The National Archives and Records Administration (NARA) has a requirement for off-site commercial secure document destruction for various Federal Records Centers (see attachment 1).,2026-06-26 09:36:38
PEL-000377,CGS-000377,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Secure Document Destruction - No Cost,Transportation shall be Contractor provided (but contractor provided must be no cost to NARA).,2026-06-26 09:36:38
PEL-000378,CGS-000378,Administrative,Short Administrative Expression,Review,,0.45,yes,yes,14,13,14,Secure Document Destruction - No Cost,EMPLOYMENT STANDARDS ADMINISTRATION By direction of the Secretary of Labor,2026-06-26 09:36:38
PEL-000379,CGS-000379,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Secure Document Destruction - No Cost,"Washington Counties of King and Snohomish ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.36 01012 - Accounting Clerk II 25.09 01013 - Accounting Clerk III 28.07 01020 - Administrative Assistant 39.00 01035 - Court Reporter 30.10 01041 - Customer Service Representative I 20.05 01042 - Customer Service Representative II 21.88 01043 - Customer Service Representative III 24.56 01051 - Data Entry Operator I 20.28 01052 - Data Entry Operator II 22.13 01060 - Dispatcher, Motor Vehicle 28.38 01070 - Document Preparation Clerk 21.80 01090 - Duplicating Machine Operator 21.80 01111 - General Clerk I 21.05 01112 - General Clerk II 22.98 01113 - General Clerk III 25.79 01120 - Housing Referr",2026-06-26 09:36:38
PEL-000380,CGS-000380,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,4,3,4,Secure Document Destruction - No Cost,"California Counties of Riverside and San Bernardino ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.89 01012 - Accounting Clerk II 22.32 01013 - Accounting Clerk III 24.97 01020 - Administrative Assistant 36.74 01035 - Court Reporter 51.68 01041 - Customer Service Representative I 17.81 01042 - Customer Service Representative II 19.44 01043 - Customer Service Representative III 21.82 01051 - Data Entry Operator I 19.50 01052 - Data Entry Operator II 21.28 01060 - Dispatcher, Motor Vehicle 23.57 01070 - Document Preparation Clerk 21.55 01090 - Duplicating Machine Operator 21.55 01111 - General Clerk I 17.92 01112 - General Clerk II 19.56 01113 - General Clerk III 21.95 01120 - Hous",2026-06-26 09:36:38
PEL-000381,CGS-000381,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Secure Document Destruction - No Cost,"Illinois Counties of Cook, Du Page and McHenry ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.30 01012 - Accounting Clerk II 21.66 01013 - Accounting Clerk III 24.23 01020 - Administrative Assistant 37.66 01035 - Court Reporter 33.31 01041 - Customer Service Representative I 17.99 01042 - Customer Service Representative II 19.63 01043 - Customer Service Representative III 22.03 01051 - Data Entry Operator I 18.06 01052 - Data Entry Operator II 19.71 01060 - Dispatcher, Motor Vehicle 29.26 01070 - Document Preparation Clerk 21.29 01090 - Duplicating Machine Operator 21.29 01111 - General Clerk I 17.84 01112 - General Clerk II 19.47 01113 - General Clerk III 21.85 01120 - Housing Ref",2026-06-26 09:36:38
PEL-000382,CGS-000382,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Secure Document Destruction - No Cost,"Colorado Counties of Adams, Arapahoe, Broomfield, Clear Creek, Denver, Douglas, Elbert, Gilpin, Jefferson and Park ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 22.19 01012 - Accounting Clerk II 24.91 01013 - Accounting Clerk III 27.86 01020 - Administrative Assistant 31.69 01035 - Court Reporter 36.35 01041 - Customer Service Representative I 18.56 01042 - Customer Service Representative II 20.26 01043 - Customer Service Representative III 22.74 01051 - Data Entry Operator I 21.42 01052 - Data Entry Operator II 23.38 01060 - Dispatcher, Motor Vehicle 25.29 01070 - Document Preparation Clerk 22.38 01090 - Duplicating Machine Operator 22.38 01111 - General Clerk I 22.31 01112 - Genera",2026-06-26 09:36:38
PEL-000383,CGS-000383,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Secure Document Destruction - No Cost,"Massachusetts Counties of Essex, Middlesex, Norfolk, Plymouth and Suffolk ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 -",2026-06-26 09:36:38
PEL-000384,CGS-000384,Commercial,Pricing Schedule,Pricing,unit price,0.9,yes,no,4,3,4,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),Attachment C- RFP480603 Vendor Name Quote Number Date Line ItemItem Description Part Number Manufacturer Quantity Unit Price Total Price Lead Time Country of Origin 1EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway) or domestic equivalent PAS600LWD-ESX Schneider Electric 37 Total,2026-06-26 09:36:38
PEL-000385,CGS-000385,Proposal,Proposal Volume Structure,Submission Structure,price proposal,0.9,yes,no,3,2,3,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),"PR480603 Hello, Poten*al Offeror, Oak Ridge Na*onal Laboratory (ORNL) is invi*ng you to submit a Firm Fixed Price proposal/quote for the following items listed below.",2026-06-26 09:36:38
PEL-000386,CGS-000386,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),ORNL is reques*ng a quote for the same or domes*c equivalent of an EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway).,2026-06-26 09:36:38
PEL-000387,CGS-000387,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,EcoStruxure Panel Server Wired by Design (a universal concentrator Modbus gateway),Provide a completed and signed copy of the following aPached documents:,2026-06-26 09:36:38
PEL-000388,CGS-000388,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Atlanta Job Corps Center Caretaker and Security Services,"ISSUED BY CODE JCAS 7.ADMINISTERED BY (If other than Item 6)CODE US Department of Labor Job Corps Acquisition Services 200 Constitution Ave, NW N-4643 Washington DC 20210 8.",2026-06-26 09:36:38
PEL-000389,CGS-000389,Administrative,Solicitation Amendment,Document Administration,amendment of solicitation,0.9,yes,yes,2,1,2,Atlanta Job Corps Center Caretaker and Security Services,AMENDMENT OF SOLICITATION NUMBER (X) 1605AE-26-Q-00005 9B.,2026-06-26 09:36:38
PEL-000390,CGS-000390,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,"If yes, could you please provide us with their award number or even if the customer bought similar services in the past Response:",2026-06-26 09:36:38
PEL-000391,CGS-000391,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Is a site visit mandatory or a requirement for proposal submission or award consideration.,2026-06-26 09:36:38
PEL-000392,CGS-000392,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,"No, attendance at the site visit is optional and is not a requirement for proposal submission or award consideration.",2026-06-26 09:36:38
PEL-000393,CGS-000393,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Offerors who did not attend the site visit may still submit a quotation and will be considered for award in accordance with the terms and conditions of the solicitation.,2026-06-26 09:36:38
PEL-000394,CGS-000394,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Will the government consider changing this requirement to two (2) projects showing relevant Caretaker services experience due to this RFQ being issued as a small business set aside?,2026-06-26 09:36:38
PEL-000395,CGS-000395,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,"No, the requirement will be solicited and awarded as one (1) small business set-aside.",2026-06-26 09:36:38
PEL-000396,CGS-000396,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Can the government provide a detailed breakdown of the $500.00 per month listed as payment for all required utilities.,2026-06-26 09:36:38
PEL-000397,CGS-000397,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,J of the Performance Work Statement for the temporary utility services at the site and the requirement to include internet service and payment of bill.,2026-06-26 09:36:38
PEL-000398,CGS-000398,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,"If you are unable to quote, please ISSUING OFFICE IN BLOCK 5a ON OR so indicate on this form and return it to the address in Block 5a.",2026-06-26 09:36:38
PEL-000399,CGS-000399,Unclassified,Needs Semantic Review,Discovery,,0.3,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,This request does not commit the Government to pay any BEFORE CLOSE OF BUSINESS (Date) costs incurred in the preparation of the submission of this quotation or to contract for supplies or service.,2026-06-26 09:36:38
PEL-000400,CGS-000400,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Supplies are of domestic origin unless otherwise indicated by quoter.,2026-06-26 09:36:38
PEL-000401,CGS-000401,Supplier Qualification,Certification Requirement,Eligibility,certification,0.9,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Any representations and/or certifications attac,2026-06-26 09:36:38
PEL-000402,CGS-000402,Administrative,Short Administrative Expression,Review,,0.45,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Key Personnel ...,2026-06-26 09:36:38
PEL-000403,CGS-000403,Commercial,Pricing Schedule,Pricing,pricing schedule,0.9,no,no,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,Pricing Schedule ...,2026-06-26 09:36:38
PEL-000404,CGS-000404,Unclassified,Needs Semantic Review,Discovery,,0.3,yes,no,2,1,2,Atlanta Job Corps Center Caretaker and Security Services,"Georgia Counties of Barrow, Bartow, Butts, Carroll, Cherokee, Clayton, Cobb, Coweta, Dawson, Douglas, Fayette, Forsyth, Fulton, Gwinnett, Haralson, Henry, Morgan, Newton, Paulding, Pickens, Rockdale, Spalding and Walton ___ **Fringe Benefits Required Follow the Occupational Listing** OCCUPATION CODE - TITLE FOOTNOTE RATE 01000 - Administrative Support And Clerical Occupations 01011 - Accounting Clerk I 19.11 01012 - Accounting Clerk II 21.45 01013 - Accounting Clerk III 23.99 01020 - Administrative Assistant 35.34 01035 - Court Reporter 32.33 01041 - Customer Service Representative I 16.61 01042 - Customer Service Representative II 18.13 01043 - Customer Service Representative III 20.35 01051 - Data Entry Operator I 17.87 01052 - Data Entry Operator II 19.50 01060 - Dispatcher, Motor Vehicle 23.38 01070 - Document Preparation Clerk 18.35 01090 -",2026-06-26 09:36:38
PEL-000405,CGS-000405,Administrative,Solicitation Amendment,Document Administration,amendment of solicitation,0.9,no,yes,1,0,1,Atlanta Job Corps Center Caretaker and Security Services,CONTRACT ID CODE PAGE OF PAGES AMENDMENT OF SOLICITATION/MODIFICATION OF CONTRACT 1 5 2.,2026-06-26 09:36:38
